MD5,TAG,FILENAMES
ef5886ca67ff35246a4568944dd57c7c,T,['s3-1_150_1-n.T.obj']
d8da3d61fb08bdd82cdfe1d1bc06c076,TW,['s3-1_150_1-n.TW.obj']
feaed96d63929dce074c96309253f25c,F,['s3-1_152_1-n.F.obj']
6261ebcefb9674404105d1838355d4f6,L,['s3-1_152_1-n.L.obj']
9d20c5cb734d4c2672d937614dd54c15,M,['s3-1_152_1-n.M.obj']
b5f0535ae52228a0ff80793dbb1a8d48,MW,['s3-1_152_1-n.MW.obj']
4d94254f20a6057683586503c91d15a2,S,"['s3-1_152_1-n.S.obj', 's3-2_067_1-n.S.obj', 's3_sky_22-g.S.obj']"
19c70c34232f048d97f70284436add21,T,['s3-1_152_1-n.T.obj']
e6b23522f891ac4f740f7b68fe698588,TW,['s3-1_152_1-n.TW.obj']
c44e1b14c085094c2027b4b9e819ce96,F,['s3-1_154_1-n.F.obj']
4d5f8147feefa6dec27148fdf60031ec,L,['s3-1_154_1-n.L.obj']
91b9b649dbcb780df68ae2f32ebe00b2,M,['s3-1_154_1-n.M.obj']
bc60b8e2abc25a44640550317b028e68,MW,['s3-1_154_1-n.MW.obj']
627fb5915f3573cb0135e53aaf87aa5d,S,"['s3-1_154_1-n.S.obj', 's3-1_154_2-n.S.obj', 's3-1_154_3-n.S.obj', 's3_sky_23-g.S.obj']"
ee39d213947d52f6c4905f6e61efe773,T,['s3-1_154_1-n.T.obj']
32ba80c78e0cd53c744a90df80b087de,TW,['s3-1_154_1-n.TW.obj']
86d4fead5691020d2dd451b4cac0f84d,F,['s3-1_154_2-n.F.obj']
d49796833e6aab247a8b996530be194c,L,['s3-1_154_2-n.L.obj']
a830148371393356e47cdab7b51dd098,M,['s3-1_154_2-n.M.obj']
2f8aff04a972b0978896b42045688b06,MW,['s3-1_154_2-n.MW.obj']
eae265cf4927649f001f753a63d85ab2,T,['s3-1_154_2-n.T.obj']
f0f0d17471890b35e76f965e281bddd4,TW,['s3-1_154_2-n.TW.obj']
adabe27fc721bf8fad7a5fb307dd66a7,F,['s3-1_154_3-n.F.obj']
719f64fa9c68e49d461ecb30b88d8fe0,L,['s3-1_154_3-n.L.obj']
fe557c6cfc00b532ce9f0a88d34b88a6,M,['s3-1_154_3-n.M.obj']
fc26e663276ab9d1e5d12d08a300166f,MW,['s3-1_154_3-n.MW.obj']
4b6e61a56bac292df418d21a8e080af9,T,['s3-1_154_3-n.T.obj']
f9dd36d6cdbcfd5dd5c47e62ffad8c8b,TW,['s3-1_154_3-n.TW.obj']
39dc1b0aac223d3e7df37b2a6be29e61,F,['s3-1_156_1-n.F.obj']
3903d545f5e22fd00c3b71c28f2295ef,L,['s3-1_156_1-n.L.obj']
876b6c3ba98a25f90bedb46caa9cc8bb,M,['s3-1_156_1-n.M.obj']
72d33fb03482caa3fec526d26e5d5968,MW,['s3-1_156_1-n.MW.obj']
d93b0ce65bbdb88571ba2224b0c32f73,S,"['s3-1_156_1-n.S.obj', 's3-1_156_2-n.S.obj', 's3-1_156_3-n.S.obj', 's3-3_190_1-n.S.obj', 's3_sky_24-g.S.obj']"
10ab13975e017dac0a35d70478b55bc1,T,['s3-1_156_1-n.T.obj']
b32610b6dc9bbf223541e916ff3878f7,TW,['s3-1_156_1-n.TW.obj']
ad1ed0e353ec5a4ac5a3879bddb9e417,F,['s3-1_156_2-n.F.obj']
3acc65bce8126868420e3d5b3be7b174,L,['s3-1_156_2-n.L.obj']
27f6d7ff2c551ca7da6e1577feb84a85,M,['s3-1_156_2-n.M.obj']
0018d51fe4a80b6653183260a0140cdc,MW,['s3-1_156_2-n.MW.obj']
e7c7842b389cb61620e2d610b0510865,T,['s3-1_156_2-n.T.obj']
1421796dfee9e33fcfd448a046df1d13,TW,['s3-1_156_2-n.TW.obj']
27a7d2d03f352dbe7968cdf3dc979d4b,F,['s3-1_156_3-n.F.obj']
c6ff5f9005b082b53d1b7847796f1ae1,L,['s3-1_156_3-n.L.obj']
c1c76977b4bfc7caa3f905eade32990c,M,['s3-1_156_3-n.M.obj']
be50860e73aaffa4e6077480cafaeb80,MW,['s3-1_156_3-n.MW.obj']
0c655f84e206fea2fcca095afb7a0457,T,['s3-1_156_3-n.T.obj']
9efe8e4848e56835deafdc931093fe66,TW,['s3-1_156_3-n.TW.obj']
c6e34ab6a6f9a1577897717ffc8db80e,F,['s3-1_158_1-n.F.obj']
b91619f38f1b56d35a977b2f6916dcf3,L,['s3-1_158_1-n.L.obj']
5a968264f3e0d3d5109fd27ca2889d7a,M,['s3-1_158_1-n.M.obj']
c91ed160b3092b28d50f5df8c11a6761,MW,['s3-1_158_1-n.MW.obj']
7485c05461b0d5c7292ad7d2a4f60d5e,S,"['s3-1_158_1-n.S.obj', 's3-1_158_2-n.S.obj', 's3-1_158_3-n.S.obj', 's3_sky_25-g.S.obj']"
bdb19478b10e3964d6264dcfdeaf33e8,T,['s3-1_158_1-n.T.obj']
8b4e0526fe92795673463d1fd6b00c89,TW,['s3-1_158_1-n.TW.obj']
ad54d4987320db734cdbeff1dfb17c40,F,['s3-1_158_2-n.F.obj']
1f0bd735aff1759ff86d28a1512e80bd,L,['s3-1_158_2-n.L.obj']
fabf423ce611814b0e4d4c4a50e2d6e6,M,['s3-1_158_2-n.M.obj']
86a2b6b241d2b10c2c43e33ec887aaa5,MW,['s3-1_158_2-n.MW.obj']
890e2b059a9988165d9a474d8e21569c,T,['s3-1_158_2-n.T.obj']
ea05f7b5005272aa73d62eca88d2e259,TW,['s3-1_158_2-n.TW.obj']
961c1fdcb2b82b1acb25fda66b8fcaad,F,['s3-1_158_3-n.F.obj']
8d5fb000f7525c49e4cecf6d18f484e6,L,['s3-1_158_3-n.L.obj']
c1b5f68f6f7bf8a8788db17abdce88bd,M,['s3-1_158_3-n.M.obj']
4b40fab926c3229479f5168bf907faee,MW,['s3-1_158_3-n.MW.obj']
62d031bf3bb189f16745680d8816e917,T,['s3-1_158_3-n.T.obj']
6bbd5789a674b8c4368f3b7ffaf9cf1d,TW,['s3-1_158_3-n.TW.obj']
9b7a6b180665c07494c343d2c78b1c2e,F,['s3-1_160_1-n.F.obj']
58125dbba2542461701909e78eacec8e,L,['s3-1_160_1-n.L.obj']
21a125ae3b324e23630d11af3adbb4bd,M,['s3-1_160_1-n.M.obj']
a540a97a85f2197d6f663d74ccd2dd2c,MW,['s3-1_160_1-n.MW.obj']
495a0fb87b6e28fb893e92bb1441386e,T,['s3-1_160_1-n.T.obj']
bd7cb6712802b4762be7e2827559265f,TW,['s3-1_160_1-n.TW.obj']
4954a54543abeb42887ce3cd97cadbf4,F,['s3-1_160_2-n.F.obj']
6a43345a902bdad68f870e6ae956dad5,L,['s3-1_160_2-n.L.obj']
dcc925ee3ef65de8f29703c4368f3ad7,M,['s3-1_160_2-n.M.obj']
a344eb6b70185f49666881d71866647d,MW,['s3-1_160_2-n.MW.obj']
da6654f9c2571871f82700589d0ba358,T,['s3-1_160_2-n.T.obj']
564b52c9b86a9cd6052912f6f25efd33,TW,['s3-1_160_2-n.TW.obj']
3bbf04fd28b1cc8d8d85af7eb63a98e8,F,['s3-1_160_3-n.F.obj']
25c57bb8656492ee8499f6abdbd87d9b,L,['s3-1_160_3-n.L.obj']
2e52a5a8eb77fbf1e9d5b9906673d158,M,['s3-1_160_3-n.M.obj']
277852880f12df714482ad983fdbb662,MW,['s3-1_160_3-n.MW.obj']
8a19a27eee312d56b0ad947f1ee30882,T,['s3-1_160_3-n.T.obj']
62984bd73ba4e7cb0e0cdf2a8b666328,TW,['s3-1_160_3-n.TW.obj']
58bc4673796685b33b72e3ee1c6b69b0,F,['s3-1_160_4-n.F.obj']
1437998ec42cef137a65ded66e0be0e5,L,['s3-1_160_4-n.L.obj']
9a3df76129190ef1ea10f9ed6871b505,M,['s3-1_160_4-n.M.obj']
38ac1d0d4f254c15ee6d3277f123131b,MW,['s3-1_160_4-n.MW.obj']
92a4aa62804c8db35efd32969698ba96,T,['s3-1_160_4-n.T.obj']
1ebde31f27e1aaf222f074c624544cb2,TW,['s3-1_160_4-n.TW.obj']
2c149d999fe766c8ff40f476d8c5895a,F,['s3-1_162_1-n.F.obj']
fde15cff4db5283b2970322e21288ce5,L,['s3-1_162_1-n.L.obj']
9f6e221bf6babd79de703bbe413092a6,M,['s3-1_162_1-n.M.obj']
c9cc2328447a1daf6289e2d5a8ee1c7e,MW,['s3-1_162_1-n.MW.obj']
d34cf45c30f5b9b67b86ac1cc3794fb8,S,"['s3-1_162_1-n.S.obj', 's3_sky_27-g.S.obj']"
a9cd296ac7a7af9eae659ed0204f7f6a,T,['s3-1_162_1-n.T.obj']
e78a3ac7567ed0b7e0c8c793d7160eb6,TW,['s3-1_162_1-n.TW.obj']
1ec3ad9580317792564b81736faac110,F,['s3-1_164_1-n.F.obj']
0cd009d676a016ca180e256dbe2f412f,L,['s3-1_164_1-n.L.obj']
9886c72e5398eea61947eb1c493f9014,M,['s3-1_164_1-n.M.obj']
03701e27d73357b8b85b6c97f4e17fa1,MW,['s3-1_164_1-n.MW.obj']
5950e4894e0e8f6641b5643262b91ac2,S,"['s3-1_164_1-n.S.obj', 's3-2_037_1-n.S.obj', 's3_sky_28-g.S.obj']"
99f3f3aab08aae6e354aba7bbb42411a,T,['s3-1_164_1-n.T.obj']
2640209b2029c61a7db66b5f40d09db4,TW,['s3-1_164_1-n.TW.obj']
86c4cf8f43b464df8694a354662a2086,F,['s3-1_166_1-n.F.obj']
b3ebe9b2ec9d2117603b407cd041eb50,L,['s3-1_166_1-n.L.obj']
7eccc89bdb75b9470faf2e81c3a5a56a,M,['s3-1_166_1-n.M.obj']
a75d9ffc10bad34822ebbf63aa2ada6c,MW,['s3-1_166_1-n.MW.obj']
898d5784ff26b6fe4706011f8e25e203,S,['s3-1_166_1-n.S.obj']
dade034ccdeb040e46fffca75160a219,T,['s3-1_166_1-n.T.obj']
609ed8cb96153d809309e2840079745c,TW,['s3-1_166_1-n.TW.obj']
2f31c79961695e6dc3ba32c823059c01,F,['s3-1_168_1-n.F.obj']
d8f40480924ee30151af60c39ffaf888,L,['s3-1_168_1-n.L.obj']
b0597020e066d98b483db7d42b80dd28,M,['s3-1_168_1-n.M.obj']
dc45666781b8930d685c44798ae8650d,MW,['s3-1_168_1-n.MW.obj']
b7fc1a0ed6facb4923b2666f3e911512,S,"['s3-1_168_1-n.S.obj', 's3-3_193_1-n.S.obj']"
f12b6837415ed5a4340cf3ba08d5b7be,T,['s3-1_168_1-n.T.obj']
f6ffde1d9dea4026de93609ce101703d,TW,['s3-1_168_1-n.TW.obj']
2c7dcf2ed58bac334920e73d0fcb623d,F,['s3-1_170_1-n.F.obj']
c9f3138bcbb20d8a46f4ef8b90153457,L,['s3-1_170_1-n.L.obj']
b5abfe8d1a33e027029e38eaa81b7636,M,['s3-1_170_1-n.M.obj']
c8b18e31cbab50949635538c1f003cf0,MW,['s3-1_170_1-n.MW.obj']
fd71ae2453d4da4d7f7fd4ebc6c1177a,S,"['s3-1_170_1-n.S.obj', 's3-1_170_2-n.S.obj', 's3-1_170_3-n.S.obj', 's3-1_170_4-n.S.obj']"
8ca35c5ce06dd657d1d6256a9b95c8e4,T,['s3-1_170_1-n.T.obj']
d2ccda7e50475c473f9e79ad7b338651,TW,['s3-1_170_1-n.TW.obj']
51f8d5d8719c9d29efe65b079896cc10,F,['s3-1_170_2-n.F.obj']
5dbdc1958c012a23f2f3efb47dbf2003,L,['s3-1_170_2-n.L.obj']
27a5e62187bb66348d1bcee15d18c6de,M,['s3-1_170_2-n.M.obj']
79c8141562752ff8c8f9e2af49e9a8b4,MW,['s3-1_170_2-n.MW.obj']
2999fd618e31d3593fb34f799d46e464,T,['s3-1_170_2-n.T.obj']
5591b65879e49a014bccee4fa3ccf337,TW,['s3-1_170_2-n.TW.obj']
3d52399fa8de3dc78c3df72fddcb10e0,F,['s3-1_170_3-n.F.obj']
fca650979f58b6dde5099154ce00a042,L,['s3-1_170_3-n.L.obj']
9e257c4135f95ba7fb9a505903e3f9af,M,['s3-1_170_3-n.M.obj']
fb513ce34fa277a437d6b743958c1a63,MW,['s3-1_170_3-n.MW.obj']
6099aeb90b015e33378540713801f338,T,['s3-1_170_3-n.T.obj']
23398a3fb2dba88e5dbbd3ed55c949a0,TW,['s3-1_170_3-n.TW.obj']
ae227614581b5e7e50235eca7221ad0f,F,['s3-1_170_4-n.F.obj']
42f9d82878d26ca15ca64a88cb066fa6,L,['s3-1_170_4-n.L.obj']
b63de763952605b487806127fec23f58,M,['s3-1_170_4-n.M.obj']
6030bbf769986185926957e01031a2d1,MW,['s3-1_170_4-n.MW.obj']
2e15a0f5cb1c14f7b9e71d0990db298c,T,['s3-1_170_4-n.T.obj']
ec812f2f300e7dc99579146c9fbc434d,TW,['s3-1_170_4-n.TW.obj']
3b5ec9ee20665756cfd9e63c615a067e,F,['s3-2_007_1-n.F.obj']
8210ec289f8398a6307f4324ded49541,L,['s3-2_007_1-n.L.obj']
ff5db00196d936d6ce842c6174fb24fd,M,['s3-2_007_1-n.M.obj']
2aeee1ca97d0aa987748aabfca250609,MW,['s3-2_007_1-n.MW.obj']
e1fa78d54b7a9ce6e9e361fc67a4e5c3,T,['s3-2_007_1-n.T.obj']
af245d678d9497e960cdf3e2508d8f92,TW,['s3-2_007_1-n.TW.obj']
6d302d3c7461e73d13863e5c68f14b4c,F,"['s3-2_010_1-n.F.obj', 's3-2_055_1-n.F.obj']"
56478c38680a17270dea25bd4349dc27,L,"['s3-2_010_1-n.L.obj', 's3-2_055_1-n.L.obj']"
a1beb052451bf9303b7158d4069d0893,M,"['s3-2_010_1-n.M.obj', 's3-2_055_1-n.M.obj']"
91b1b0cf03fcc63e3e0a75b26322c648,MW,"['s3-2_010_1-n.MW.obj', 's3-2_055_1-n.MW.obj']"
0dacbd805185e7a850a5f2d1b152103e,T,"['s3-2_010_1-n.T.obj', 's3-2_055_1-n.T.obj']"
5dfc2202ab5d443a64ce7786f18a8abf,TW,"['s3-2_010_1-n.TW.obj', 's3-2_055_1-n.TW.obj']"
43180536009f6e55edfc66d9e4117562,F,['s3-2_013_1-n.F.obj']
c8ac3a60ad7ebf369d56f57133d8f9b3,L,['s3-2_013_1-n.L.obj']
acf77735fc061794caa5a04e2366657d,M,['s3-2_013_1-n.M.obj']
0145eb4e1a69c8a3c388d51c945e84b2,MW,['s3-2_013_1-n.MW.obj']
76d175cb59d56e05ecebfdd1e29b653b,T,['s3-2_013_1-n.T.obj']
beebe5d64bd8c842093c2d0ee18532dc,TW,['s3-2_013_1-n.TW.obj']
efb41f0de3f66d65f097ba93a7111766,F,"['s3-2_016_1-n.F.obj', 's3-2_022_1-n.F.obj']"
20fa86c77f8df4953a493a20c3cee0d3,L,"['s3-2_016_1-n.L.obj', 's3-2_022_1-n.L.obj']"
3af2baa0a243adc074c1baf0b177efc0,M,"['s3-2_016_1-n.M.obj', 's3-2_022_1-n.M.obj']"
f776e234a28d98302f1ae223134e7dd1,MW,"['s3-2_016_1-n.MW.obj', 's3-2_022_1-n.MW.obj']"
04f77b255dd92d6f330001e823992fb1,S,"['s3-2_016_1-n.S.obj', 's3-2_022_1-n.S.obj', 's3-2_025_1-n.S.obj', 's3-2_028_1-n.S.obj', 's3-2_031_1-n.S.obj']"
6af075425095eef1d1921ade9cdc036b,T,"['s3-2_016_1-n.T.obj', 's3-2_022_1-n.T.obj']"
28c84d0f8177b305d0012a973537adae,TW,"['s3-2_016_1-n.TW.obj', 's3-2_022_1-n.TW.obj']"
4fd07f94b3a23e89b1e49a4ff73c5dab,F,['s3-2_019_1-n.F.obj']
169da10ab0a7220849167ebcb4e30630,L,['s3-2_019_1-n.L.obj']
ae55a1c64e185879f617f01a6b2290aa,M,['s3-2_019_1-n.M.obj']
a132577fa081d8fa095c6b4bd5384ede,MW,['s3-2_019_1-n.MW.obj']
9572a2f01dd89f014ac42fbc788bfb63,T,['s3-2_019_1-n.T.obj']
d576a0e731dfb7cbeeac292b5205519e,TW,['s3-2_019_1-n.TW.obj']
d825b21f5ef1a2247ec1d1e248586005,F,['s3-2_025_1-n.F.obj']
35bdc0207ff6b1301a6233edc0c53841,L,['s3-2_025_1-n.L.obj']
68d81dc4c1f9f94de91f9114fbae0170,M,['s3-2_025_1-n.M.obj']
5404f5b9a94a4caf7d6b5324a79836e4,MW,['s3-2_025_1-n.MW.obj']
6cff1789a66cc422bf5af3b836ae8fd1,T,['s3-2_025_1-n.T.obj']
93b8a58bb013ac357735dd060eaecea1,TW,['s3-2_025_1-n.TW.obj']
1aa2bd689070211ab910ffa4d67bfc10,F,['s3-2_028_1-n.F.obj']
3e814058d360b9ba4456e150549af08b,L,['s3-2_028_1-n.L.obj']
a896e55c164de08b68398328634e4aca,M,['s3-2_028_1-n.M.obj']
a441188e81bae1f400bcf4efcb099cce,MW,['s3-2_028_1-n.MW.obj']
74a42fbe2a110e5ad1d5397d3ed92be1,T,['s3-2_028_1-n.T.obj']
da7e1542feda72154de249aba43a8978,TW,['s3-2_028_1-n.TW.obj']
ccd74fdb6454aafd26e2e3cbd89db71a,F,['s3-2_031_1-n.F.obj']
4561f407642c73dffcf7573822f95ffa,L,['s3-2_031_1-n.L.obj']
2bfd35951369c964ba9d3f13be578fe0,M,['s3-2_031_1-n.M.obj']
0e8175e599bc4523347d72998ebd2a84,MW,['s3-2_031_1-n.MW.obj']
705b4cffea5e65af993da1ec44cb13f7,T,['s3-2_031_1-n.T.obj']
4241c2c7ae68d0fa1ec0d2b19a5943a4,TW,['s3-2_031_1-n.TW.obj']
f30e1413cd23776a7d7cf4a9c9be0be7,F,['s3-2_034_1-n.F.obj']
8733801e72e9db03062a671a05cfb46f,L,['s3-2_034_1-n.L.obj']
8ef1264b100cd5c5597248d3997ed9c9,M,['s3-2_034_1-n.M.obj']
b775fbd104f9046ebaaa631b16ef384c,MW,['s3-2_034_1-n.MW.obj']
098aa2fa5dd376573e34cea8442a157f,T,['s3-2_034_1-n.T.obj']
a6fbe2884c6f59d3d8489fb6c2b3e1fe,TW,['s3-2_034_1-n.TW.obj']
be67bb74679082d932fbad5de690f11c,F,['s3-2_037_1-n.F.obj']
4336b62b4f75cb26fb2b61652771f854,L,['s3-2_037_1-n.L.obj']
2c27e8d4433ac4573107ea9beeb0ff3b,M,['s3-2_037_1-n.M.obj']
a9ed6653985ebaa8abb299bdcf1fd4c8,MW,['s3-2_037_1-n.MW.obj']
b54c02d45ed4f484287704ed655ce156,T,['s3-2_037_1-n.T.obj']
343cdab532966e2313eb858b0979033b,TW,['s3-2_037_1-n.TW.obj']
b415a552a3ebc833dffa1245ec803d33,F,['s3-2_040_1-n.F.obj']
f218cf0e438bc6b53bba161158bdc16b,L,['s3-2_040_1-n.L.obj']
bab256da6a928e097247648d96d3d4cd,M,['s3-2_040_1-n.M.obj']
5aa5eb75b33e940306fc37cb1bf12fba,MW,['s3-2_040_1-n.MW.obj']
734a8144304f96b6b94bb2efb6d60499,T,['s3-2_040_1-n.T.obj']
e39a7e23bc65bc472841ba5d4c4b105e,TW,['s3-2_040_1-n.TW.obj']
55d40d354a864e456e1c968de07deb99,F,['s3-2_046_1-n.F.obj']
1779f13bd25f0e8a536c6556686ac805,L,['s3-2_046_1-n.L.obj']
8a9ea0eef2c94f0e39fbcfcd9621d490,M,['s3-2_046_1-n.M.obj']
77c99d2374311b5b5c62826c08356b35,MW,['s3-2_046_1-n.MW.obj']
eb41bb46502eefcd1bdd218e7ab00f3b,T,['s3-2_046_1-n.T.obj']
ef9729dd589462287f077f472aaf1394,TW,['s3-2_046_1-n.TW.obj']
40d768298f0791dee1ec94f8ef691343,F,['s3-2_049_1-n.F.obj']
f1c44ad4fb23320b36bcfd023baf5823,L,['s3-2_049_1-n.L.obj']
0d804acc220d49456f74eefbefd0d599,M,['s3-2_049_1-n.M.obj']
1b2711cca0755b4643cf563be9e52a6b,MW,['s3-2_049_1-n.MW.obj']
0cacd48b4a513293157905628a4d262f,T,['s3-2_049_1-n.T.obj']
40e079800843c0f9e29aa251c64887a9,TW,['s3-2_049_1-n.TW.obj']
3b919bd799b9365d7930014621e2d0d6,F,['s3-2_052_1-n.F.obj']
0bf9032d16d36283e03c590997276ea5,L,['s3-2_052_1-n.L.obj']
853b800042ac42ef194cff9183476115,M,['s3-2_052_1-n.M.obj']
bf3fd78c65545099e0553e2cd46ce0b3,MW,['s3-2_052_1-n.MW.obj']
dc578f55abc9db0ba3279667f2d69cfd,T,['s3-2_052_1-n.T.obj']
34e503b4bc718dac8d42fcca423b4ed1,TW,['s3-2_052_1-n.TW.obj']
b6b760187d9ab95d3cd95dc4f1fe5552,F,['s3-2_058_1-n.F.obj']
7c148ce27bc8939d5832188f3a3ae220,L,['s3-2_058_1-n.L.obj']
0ef4badbfdcf29729342aee7a007d55f,M,['s3-2_058_1-n.M.obj']
7a4d18d21dca31cbde754cdf051b1f7d,MW,['s3-2_058_1-n.MW.obj']
9da5364d47937a745820bb122be3872b,T,['s3-2_058_1-n.T.obj']
781113456fcb7fe1775c1da752486a2b,TW,['s3-2_058_1-n.TW.obj']
fed0232ba50962c987fd1c234acf59a5,F,['s3-2_061_1-n.F.obj']
1eb49a0d5a0f76f2b60c62647140d005,L,['s3-2_061_1-n.L.obj']
558ea321cce1e2f721014178244a9840,M,['s3-2_061_1-n.M.obj']
6087e658a63f6fe1a2febe0d7d4be11a,MW,['s3-2_061_1-n.MW.obj']
4ee19e5582c476e42d5b7711d68bb6c3,S,['s3-2_061_1-n.S.obj']
8db848944fe34cb18c821381a078569a,T,['s3-2_061_1-n.T.obj']
387830d81ffd1b73e994b1d7d9922cc6,TW,['s3-2_061_1-n.TW.obj']
19af20914321994ccb1e18823dbc1c9f,F,['s3-2_064_1-n.F.obj']
255f888dafb0e360b8cf04d7ca3bcb95,L,['s3-2_064_1-n.L.obj']
6d8f5f65932d25aa71192965502a2ccd,M,['s3-2_064_1-n.M.obj']
e0545815cb50f7ec5293fc2bc14ded6e,MW,['s3-2_064_1-n.MW.obj']
af528984fdda3b340b5d8c9546cb6bed,T,['s3-2_064_1-n.T.obj']
a64eb2c6c27e2c5b6c94db5ba6076b64,TW,['s3-2_064_1-n.TW.obj']
d17c4e0df2bc1f69bdf582c76e75d29d,F,['s3-2_067_1-n.F.obj']
baa6c61a617cee05b57998c16c2fe210,L,['s3-2_067_1-n.L.obj']
c2e0a853cc1e2484cda05dc573a64e18,M,['s3-2_067_1-n.M.obj']
8c2e871976181b28fe533a52df80f4cb,MW,['s3-2_067_1-n.MW.obj']
19a4edcf66bef3fe0f466bb0214a213d,T,['s3-2_067_1-n.T.obj']
64d4b81ec4e8dedba994d2a19a1d314f,TW,['s3-2_067_1-n.TW.obj']
c73785a0d0b2291de046be89afb9e413,F,['s3-3_184_1-n.F.obj']
627261127d9fa75ecc8b1a3e76fa1890,L,['s3-3_184_1-n.L.obj']
496b00dc82da695baee95407a3476578,M,['s3-3_184_1-n.M.obj']
f3634dc4c14f367e89480e2bb176bd4f,MW,['s3-3_184_1-n.MW.obj']
ffa7464282b3104ad5e177aaf7227df7,T,['s3-3_184_1-n.T.obj']
3db20b14bfd1ffdc3e578ea683202713,TW,['s3-3_184_1-n.TW.obj']
2f719338ecfa14474734a73adc7b06c4,F,['s3-3_185_1-n.F.obj']
d100740ee0222456292e3c6c4c728f70,L,['s3-3_185_1-n.L.obj']
2a4fe6173cafd5dcb47e98a1911149f5,M,['s3-3_185_1-n.M.obj']
0cf148353a53591ec5ca82db199a0359,MW,['s3-3_185_1-n.MW.obj']
901b4d13248c96b2d0bd6406eaf1a2b7,T,['s3-3_185_1-n.T.obj']
514ed101e4ad90f69c407d24e80563cb,TW,['s3-3_185_1-n.TW.obj']
754e48a559d638e06d5f468f0ce08096,F,['s3-3_186_1-n.F.obj']
17c6f76e01dab73b6ada3183df0f4e28,L,['s3-3_186_1-n.L.obj']
fb294abc2e6002ee785f49fa74616f46,M,['s3-3_186_1-n.M.obj']
073373f6db20f4b5d91b05f067ed6320,MW,['s3-3_186_1-n.MW.obj']
a5d45cde7fd81101c0acc2086bd69127,T,['s3-3_186_1-n.T.obj']
a784f55f8f6dc56630ff51617ae169bb,TW,['s3-3_186_1-n.TW.obj']
2d12b8c46de206cd9fc03aa12df0f45c,F,['s3-3_187_1-n.F.obj']
c1766f358041dc9d5a8cacda691049e3,L,['s3-3_187_1-n.L.obj']
4b71de4793c15da0f27aedc5222b7132,M,['s3-3_187_1-n.M.obj']
10e8091b383e19485bde9ef4df446c75,MW,['s3-3_187_1-n.MW.obj']
179bf49fe1b11ecd3135c3cef097de83,S,['s3-3_187_1-n.S.obj']
55f6819afaa7f12611b6ed064180783f,T,['s3-3_187_1-n.T.obj']
46602d44992f797ed0ff3f6c6789923c,TW,['s3-3_187_1-n.TW.obj']
e1e26e107af78f2899cfdb0010d7c664,T,['s3-3_188_1-n.T.obj']
4eb4896ac2210d0c96b7b2f37fb53c42,TW,['s3-3_188_1-n.TW.obj']
453805ff2e73dbf3dc1adcf5684c474a,L,['s3-3_189_1-n.L.obj']
ae500ded501d845ba15a347a1b96b717,T,['s3-3_189_1-n.T.obj']
d8cd7f9a4713ca5a128f7c9c3aff5f0a,F,['s3-3_190_1-n.F.obj']
1af81489ba494be26ae1596875ccee25,L,['s3-3_190_1-n.L.obj']
3bdf7d37f50e41ca2ee44464058da1f5,M,['s3-3_190_1-n.M.obj']
3a9e3093f08358f1be94c481824e2cc1,MW,['s3-3_190_1-n.MW.obj']
3007a19210913f205fbbbc9976324a2f,T,['s3-3_190_1-n.T.obj']
c0ba650b2f8d3df57f1f361bb63929f6,TW,['s3-3_190_1-n.TW.obj']
ce14588eaf961393d7c0ba6cd4ee51c8,F,['s3-3_191_1-n.F.obj']
ee880270165f10b7c7fcb2f6772446e8,L,['s3-3_191_1-n.L.obj']
f7be70fd32278f91a89bd2bb580d3cbd,M,['s3-3_191_1-n.M.obj']
dfb52ee782f61cb09eb7f34b22b393c4,MW,['s3-3_191_1-n.MW.obj']
0ae470cb19e9b9e5c9981c9279e21d86,T,['s3-3_191_1-n.T.obj']
c4a179810b976efbb0707822629135e7,TW,['s3-3_191_1-n.TW.obj']
b7d58cac6ee27fecdd3f4b69c27384a9,T,['s3-3_192_1-n.T.obj']
0b5c81510870d143305b25ca0e92e425,F,['s3-3_193_1-n.F.obj']
cc3e9d66a8db2f9d028848822d6dd589,L,['s3-3_193_1-n.L.obj']
81af6f862087b8c190c731eb21923aa9,M,['s3-3_193_1-n.M.obj']
83b85761bc79b0608188281918fdff90,MW,['s3-3_193_1-n.MW.obj']
af08dedb7c74e098fd8eec4bc3ee730b,T,['s3-3_193_1-n.T.obj']
03a27598f706c75c2fbfebf723f70435,TW,['s3-3_193_1-n.TW.obj']
abce3467c0bbd00b1b2bf637483c4f36,F,['s3-3_194_1-n.F.obj']
20ff43329b3187c79ad21f3c04886304,L,['s3-3_194_1-n.L.obj']
ffd6856b34163c094a5c3dc7a0864709,M,['s3-3_194_1-n.M.obj']
d56c63a9ea8573fccae7b8f61f5fffab,MW,['s3-3_194_1-n.MW.obj']
3c781f59c218c8c95254df8dde0461f8,T,['s3-3_194_1-n.T.obj']
c495bc304cbfa5cbece9250ddfe37694,TW,['s3-3_194_1-n.TW.obj']
c84d19d7eb813bd14e8251ed6cdce0e5,F,['s3-3_195_1-n.F.obj']
289f5c674dc8fec3b7decee239377720,L,['s3-3_195_1-n.L.obj']
cc046fe9dd8087007725e4498a1f7997,M,['s3-3_195_1-n.M.obj']
f056e21a05b5039f80010e1ab5d528eb,MW,['s3-3_195_1-n.MW.obj']
0d512c45d72486ea5f7ea6402642be27,T,['s3-3_195_1-n.T.obj']
