MD5,TAG,FILENAMES
ba6e19a124ce83f4d7d331461cfda93e,F,['s2-1_030-n.F.obj']
c49d1e05f932ce4c5d4b28cd946b07f5,L,['s2-1_030-n.L.obj']
cb22d0e372f677dc529611532ec823b6,M,['s2-1_030-n.M.obj']
e0adea65955beb49ebd06b2ae8e66c5c,MW,['s2-1_030-n.MW.obj']
52ab085fe4dd5262b61a2dce7dd2254b,S,"['s2-1_030-n.S.obj', 's3-2_010_1-n.S.obj', 's3-2_049_1-n.S.obj', 's3-2_052_1-n.S.obj', 's3-2_055_1-n.S.obj']"
3a078d7e7e686d33cfb8630eb53e6d1b,T,['s2-1_030-n.T.obj']
b7b26cee2902a5d51bcd19f0d0dff00e,TW,['s2-1_030-n.TW.obj']
003ceac1c9c54c0315126f3cf72d4039,F,['s2-1_032-n.F.obj']
3ca17f5f0d044da0d021ab480d48663b,L,['s2-1_032-n.L.obj']
4f242c713c8b64079e946a658d07daed,M,['s2-1_032-n.M.obj']
bcd683dc78f3ac918a93d5e0cb31443c,MW,['s2-1_032-n.MW.obj']
edb60d0b8dfe90eb71dfaa22bd23e7de,S,['s2-1_032-n.S.obj']
2e26e03b13ac0a7dc4f500eec34aa51a,T,['s2-1_032-n.T.obj']
bbd680f437140845ea0c34b1d91f1b73,TW,['s2-1_032-n.TW.obj']
346844acc8ef072cb7eceef3f87851fa,F,['s2-1_034-n.F.obj']
df01774d35d75a395c89d60f2c8790ce,L,['s2-1_034-n.L.obj']
d5f251eae7dafb5f6a50a7acd391f1ff,M,['s2-1_034-n.M.obj']
41f72b52b2ce3f557120eab72d974b35,MW,['s2-1_034-n.MW.obj']
4baa3ce5a1a9b7e1605adc64c268afca,S,"['s2-1_034-n.S.obj', 's3-1_114_1-n.S.obj']"
97df68fd5c36f80a8fd30456190061ba,T,['s2-1_034-n.T.obj']
ee649d368fe428568013fd3d3f5f74fc,TW,['s2-1_034-n.TW.obj']
e64399b0d4c5cf189ea5135746323f8e,F,['s2-1_036-n.F.obj']
5ad0976f1b4ea316f6d79440bdba149f,L,['s2-1_036-n.L.obj']
e7c60fcba9f12739e1cd893bd742b359,M,['s2-1_036-n.M.obj']
e39f68aea5d3626e46add09177ff2266,MW,['s2-1_036-n.MW.obj']
113a9f255b2abdcdaea7023d0babdc4a,S,['s2-1_036-n.S.obj']
66a9b02d4a265ab56fcc8476aa3c347a,T,['s2-1_036-n.T.obj']
3ed87e2c6b39386fc8ad0e11ae1104ca,TW,['s2-1_036-n.TW.obj']
5218079a8a3a2a74147fc07cd6b3cef2,F,['s2-1_038-n.F.obj']
a4c61b66df618ded07ad7c6c9db830e8,L,['s2-1_038-n.L.obj']
fbb60d1ae276758b2370614f3f84668b,M,['s2-1_038-n.M.obj']
7d8e7988a29e83f8079439fbd3dc1606,MW,['s2-1_038-n.MW.obj']
68bbf4faba8c9b399945de50db9bf872,S,['s2-1_038-n.S.obj']
d48c526281419c19003a6abe41103525,T,['s2-1_038-n.T.obj']
3eeb71cc35dfc3ca61fc22c7349995e8,TW,['s2-1_038-n.TW.obj']
07af70052e1c3bbde1cc106eaa505f2e,F,['s2-1_040-n.F.obj']
f7018a9b4f9cf57340664e6761142db5,L,['s2-1_040-n.L.obj']
7f6c4c5a0a2e781c8ee07e96cf100264,M,['s2-1_040-n.M.obj']
4aaed810907c4858d42ad6a0fbcbd4ed,MW,['s2-1_040-n.MW.obj']
a3cfd05dfb00d91a44456e214489d1a2,S,['s2-1_040-n.S.obj']
0ccbbf7d0f0a134fde16b59a25bb428e,T,['s2-1_040-n.T.obj']
19baa8fa1ee98cca947103d49aef3bdd,TW,['s2-1_040-n.TW.obj']
e1b469d17a411448eb789c32e319c024,F,['s2-1_042-n.F.obj']
7db93a49ec7e4c5edfecede24be1b726,L,['s2-1_042-n.L.obj']
8fe7989e199709a2eb8bc3ae5becc61f,M,['s2-1_042-n.M.obj']
9e7cffe04cef8d91079d68883f05ee80,MW,['s2-1_042-n.MW.obj']
9db190ac9613c80f023076a785fa08bb,S,"['s2-1_042-n.S.obj', 's2-1_066-n.S.obj']"
9076b76b951ea15c888314767b8b1e86,T,['s2-1_042-n.T.obj']
0f0d7b4bec4cf41f201622b4103227e6,TW,['s2-1_042-n.TW.obj']
cdc7d4e6c73a9eadf01db853cc2c0200,F,['s2-1_044-n.F.obj']
109165edf5212d3db7a61b40dc52c386,L,['s2-1_044-n.L.obj']
a02b467fe8eb2f472d9f54027671327f,M,['s2-1_044-n.M.obj']
1e712c2253fe869222d7d22842017d18,MW,['s2-1_044-n.MW.obj']
ccc807ffc6f0cbfa9f6922bc716d22cd,S,['s2-1_044-n.S.obj']
f909192e47b1e7d6beecb74c2e7ed8ec,T,['s2-1_044-n.T.obj']
699d57e47fad8cd9d251d7903c37205a,TW,['s2-1_044-n.TW.obj']
3c167e118ac7cba11c105f79515c2fb5,F,['s2-1_046-n.F.obj']
06e3350d4d034bee543b34cd37395fc3,L,['s2-1_046-n.L.obj']
b217435f58076613ac56cdb49017bd54,M,['s2-1_046-n.M.obj']
07a4ea392ff256ab42c95317ded8c5eb,MW,['s2-1_046-n.MW.obj']
c293e26e4fe74caa17f17713aa7880de,S,['s2-1_046-n.S.obj']
703d059eb3c571274a05d3acf620c61e,T,['s2-1_046-n.T.obj']
e37ee72e0ef3199ca04da7580eb3d863,TW,['s2-1_046-n.TW.obj']
16caae10ec3137f71bdf2709a66857cb,F,['s2-1_048-n.F.obj']
5570a9566b3741e6db305fb26ff755e0,L,['s2-1_048-n.L.obj']
f623c88b99289ebb2faf909c0482497b,M,['s2-1_048-n.M.obj']
9b8dd91976da0323b1449a74d8bd05d5,MW,['s2-1_048-n.MW.obj']
94d7ef3916db15d78da14ba24047cb0c,S,['s2-1_048-n.S.obj']
79a0637575fb72330ad0266a3caeda4c,T,['s2-1_048-n.T.obj']
0c02a838e8b8b67625e09b134ca11373,TW,['s2-1_048-n.TW.obj']
fcf5340967fd54080c4bfd7077e59a76,F,['s2-1_050-n.F.obj']
26ba9679c4e602ae456172b8aaa86b10,L,['s2-1_050-n.L.obj']
a97a3c2dff11c24ab4064816c83fb46f,M,['s2-1_050-n.M.obj']
73b61b65b6238dd7f02a9d2181a0a1b2,MW,['s2-1_050-n.MW.obj']
8d15f2144244a69741eec05d5e269b33,S,"['s2-1_050-n.S.obj', 's3-1_104_1-n.S.obj', 's3-1_104_2-n.S.obj', 's3-1_104_3-n.S.obj', 's3-1_160_1-n.S.obj', 's3-1_160_2-n.S.obj', 's3-1_160_3-n.S.obj', 's3-1_160_4-n.S.obj', 's3-3_191_1-n.S.obj', 's3_sky_04-g.S.obj', 's3_sky_26-g.S.obj']"
b0d85bb6a09fd798fbeb41d00f7ba65a,T,['s2-1_050-n.T.obj']
b8513ab499a1c4540d3110656ec2884d,TW,['s2-1_050-n.TW.obj']
f81c1f0570f107b1d528263719874a9e,F,['s2-1_052-n.F.obj']
228c9bc754ada63a85466667be60fffa,L,['s2-1_052-n.L.obj']
da4e9dc4d5a959ba9e6a96bf444e19f0,M,['s2-1_052-n.M.obj']
6cd153332fc01eedb000691db6cee0f5,MW,['s2-1_052-n.MW.obj']
8533f75971f038ca56ac9f3c69e2d67d,S,['s2-1_052-n.S.obj']
7afd19f661b8412faf128cb0f6f0cfce,T,['s2-1_052-n.T.obj']
7b3e6a206c7590c482b075acff335081,TW,['s2-1_052-n.TW.obj']
3d37a3863e6dfa70ff707de506671532,F,['s2-1_054-n.F.obj']
431dd4ec2d6016cad652d132b74de8ef,L,['s2-1_054-n.L.obj']
7d2668d9db2145e1158a56a7d5052181,M,['s2-1_054-n.M.obj']
cec55047702b8bbce0fb9e9296cdcdc2,MW,['s2-1_054-n.MW.obj']
bf6bc3ec2e164dbed8e6f73f4ee4d98e,S,['s2-1_054-n.S.obj']
6f1c7f1954531cc9908fa71eadd24f30,T,['s2-1_054-n.T.obj']
193060f2f273d12312daf7fee0c06de2,TW,['s2-1_054-n.TW.obj']
bb6352f28255e50a2d16efcdbfede97b,F,"['s2-1_056-n.F.obj', 's2-2_086-n.F.obj']"
3f9eddb5a5dba1c0d54db71505ac7035,L,"['s2-1_056-n.L.obj', 's2-2_086-n.L.obj']"
f0e0e903ff55f55d3cd50681d2383e59,M,"['s2-1_056-n.M.obj', 's2-2_086-n.M.obj']"
27ce9cfb527af3079e4e249be7552619,MW,"['s2-1_056-n.MW.obj', 's2-2_086-n.MW.obj']"
2cbb9263ed7a3130414e937569fa337b,S,"['s2-1_056-n.S.obj', 's2-2_086-n.S.obj', 's2-2_088-n.S.obj']"
4ab1a6ddc4b53f5f0e64720506a69f3a,T,"['s2-1_056-n.T.obj', 's2-2_086-n.T.obj']"
a34e42a768c1dcf98792485fc83e883d,TW,"['s2-1_056-n.TW.obj', 's2-2_086-n.TW.obj']"
3f30ca206f7da6558fd67ed14250eff7,F,['s2-1_058-n.F.obj']
eb3b133010662cd26f61672e6cba9880,L,['s2-1_058-n.L.obj']
410cc2236bf184b61ab565a313a6bce0,M,['s2-1_058-n.M.obj']
b332b64825853dc8f203b368b4b5243b,MW,['s2-1_058-n.MW.obj']
43a3e27308a984faafc4709497371162,S,"['s2-1_058-n.S.obj', 's2-1_072-n.S.obj', 's3-1_138_1-n.S.obj', 's3-1_138_2-n.S.obj', 's3-1_138_3-n.S.obj', 's3-3_188_1-n.S.obj', 's3_sky_17-g.S.obj']"
20d796f5f3cea1b654ccc3276fdee483,T,['s2-1_058-n.T.obj']
b8c11c97eb7b302965c055d60b5562db,TW,['s2-1_058-n.TW.obj']
6bda8e1737a658a7cfc788c0124fbab9,F,['s2-1_060-n.F.obj']
b50414b8439a4935b0c9372b003ec812,L,['s2-1_060-n.L.obj']
0c1d0e7d9cdbe37721ae3c9d01f0af11,M,['s2-1_060-n.M.obj']
388ca1fcfffb50e353d6d853dfaad33c,MW,['s2-1_060-n.MW.obj']
6d87abd2a7b2db09f6544964015530ca,S,['s2-1_060-n.S.obj']
89730ddd51211e31e4341bc7e85e47d4,T,['s2-1_060-n.T.obj']
2b81f69e95fe0146f0f33ffa8c718d1f,TW,['s2-1_060-n.TW.obj']
9ec080646bb7b9a9a96fb733ac6d01bf,F,['s2-1_062-n.F.obj']
d4ba5f348b456a0f1ca0e114e1764da7,L,['s2-1_062-n.L.obj']
1bbb871884c1dc12c12af656a9769b53,M,['s2-1_062-n.M.obj']
72b5a5b55d829dd156da6c2835978f88,MW,['s2-1_062-n.MW.obj']
6af0b266df62844bcdf240132d0588a6,S,"['s2-1_062-n.S.obj', 's2-3_197-n.S.obj']"
706de5825df32ea136700f8623424ef7,T,['s2-1_062-n.T.obj']
6217a706b0c6b34af5ec2ec0fe21c7b9,TW,['s2-1_062-n.TW.obj']
945f9224f0cb4415b3cd754d2db660ce,F,['s2-1_064-n.F.obj']
c46e82fb8765be0fcf921bb3aa84ccc5,L,['s2-1_064-n.L.obj']
84163339ad6bec2dafee0d5f6254f1c7,M,['s2-1_064-n.M.obj']
d3c9626dfd488ba83f60b86985440af1,MW,['s2-1_064-n.MW.obj']
04d0cc1351d7746adb2e051412ad9d2c,S,['s2-1_064-n.S.obj']
0fb88382a7a728e84aac28c4629d19bf,T,['s2-1_064-n.T.obj']
2856a28da01951672f2a7ffeaaa2b20b,TW,['s2-1_064-n.TW.obj']
1054471e3e860b62914e2348e58fab3d,F,['s2-1_066-n.F.obj']
2e3b8502d99c14442d3f5a37e026b814,L,['s2-1_066-n.L.obj']
edfea8e52aad5fa4c5f7a5c100bc69c2,M,['s2-1_066-n.M.obj']
356654b1565c20ab06ae73cb5238f6ac,MW,['s2-1_066-n.MW.obj']
496b51eefd3e1c46ba5497534c098b66,T,['s2-1_066-n.T.obj']
c401ac679c61a6833f58b906f728245b,TW,['s2-1_066-n.TW.obj']
3ec0a6476931ad37d5f197730e3ee617,F,['s2-1_068-n.F.obj']
0ec5837999f77e24837f9d59762990cf,L,['s2-1_068-n.L.obj']
5fd9171fb29af2daef94b1c5ef58fef9,M,['s2-1_068-n.M.obj']
2b579d870cfb6e9db03324e34bcc904d,MW,['s2-1_068-n.MW.obj']
650584a10bdaf4aa1662efb975ad9bb2,S,['s2-1_068-n.S.obj']
c8a99c489c15841badc4f4a75bc0efef,T,['s2-1_068-n.T.obj']
c2fa7a89ca4b507a5702a14b1bb235d9,TW,['s2-1_068-n.TW.obj']
0e9aae0f59c99537c939020545fd92c0,F,['s2-1_070-n.F.obj']
6b89eb2e799f371a2f835e6b8ece914f,L,['s2-1_070-n.L.obj']
e6e50ae00ba8311ff2c8935ccd005b38,M,['s2-1_070-n.M.obj']
53163ccc150af92c11245d5c183a9ae7,MW,['s2-1_070-n.MW.obj']
0e3c8c03a0188a6ace96ece1f2dc45d3,S,['s2-1_070-n.S.obj']
351b2483da9779ed665af5d9124235b3,T,['s2-1_070-n.T.obj']
d974dc43063e98ccf2415a7c22eba427,TW,['s2-1_070-n.TW.obj']
388d270f7a19ea6fbd06b748a21e1e45,F,['s2-1_072-n.F.obj']
e38a59ad9d3643306e905a72ad98c3a3,L,['s2-1_072-n.L.obj']
244dcf13cb2d73fc9765eb38a78b4dd3,M,['s2-1_072-n.M.obj']
d739d94dcadc6439e567f704d4372526,MW,['s2-1_072-n.MW.obj']
9a7be08d37d096bef88bdc703fb4533d,T,['s2-1_072-n.T.obj']
c4464ce63bb3b90963b354be5eabe7b3,TW,['s2-1_072-n.TW.obj']
8dce3185d7118b5f534c52660ea996c4,F,['s2-2_074-n.F.obj']
e2c5d7084ecc5c1d4bbb3cb9f992bfa6,L,['s2-2_074-n.L.obj']
1f532b2a3a674b426bc30271794dcd0b,M,['s2-2_074-n.M.obj']
35d0a432c40c671ac8cad62d711afbd7,MW,['s2-2_074-n.MW.obj']
54e8216682d999449f265e387099b8eb,S,['s2-2_074-n.S.obj']
3d9fbb6c4f3cc6f2c9b3a8fdbaffa8b3,T,['s2-2_074-n.T.obj']
8b208a5c11392af211ba0824b94e7fa5,TW,['s2-2_074-n.TW.obj']
18a92d8e311bc6c564becfe013fb63f3,F,['s2-2_076-n.F.obj']
d202b9146bb6cc17728eb49c7cf89416,L,['s2-2_076-n.L.obj']
bca0fe1f094c8b7ca1d47ea3570525a6,M,['s2-2_076-n.M.obj']
077221c29bc4d365cb7aaf2b1ba8b928,MW,['s2-2_076-n.MW.obj']
1d4960fdec4232160a97cc4c92f68377,T,['s2-2_076-n.T.obj']
0aab522807eac33dea4dd6019136ac61,TW,['s2-2_076-n.TW.obj']
00c3ed3814a6fd10ab5c626d536945f5,F,['s2-2_078-n.F.obj']
d07d0e94bbe410ce59f8815ddbf0d909,L,['s2-2_078-n.L.obj']
518927810bd0f4567456539d6ef508cc,M,['s2-2_078-n.M.obj']
3114ec106a1024ac12d519c808577da6,MW,['s2-2_078-n.MW.obj']
6f7c923fce807f23af83b8a0d37c5176,T,['s2-2_078-n.T.obj']
3d4f6e6626be285efdc09e4516898148,TW,['s2-2_078-n.TW.obj']
0fe920d9c297ed6fcb4d4b07f66b579e,F,['s2-2_080-n.F.obj']
bf3b49b75aba65d3c2ffecab304c274b,L,['s2-2_080-n.L.obj']
936ad60130e7471ca30ac2273ece1ec6,M,['s2-2_080-n.M.obj']
a890ea96ac0ba0487200ea362a666b42,MW,['s2-2_080-n.MW.obj']
64874371baf4d7725bb71a59ed454784,S,"['s2-2_080-n.S.obj', 's2-2_090-n.S.obj', 's2-2_092-n.S.obj', 's2-2_094-n.S.obj']"
df7de463b14af27865e420a6346298ff,T,['s2-2_080-n.T.obj']
9b5427404301204362bba62991a6bd2a,TW,['s2-2_080-n.TW.obj']
da5910ea19050e1f9384d65a4d8fb852,F,['s2-2_082-n.F.obj']
76911ddbd6b31e95e45a5b781c9cf603,L,['s2-2_082-n.L.obj']
9549084cc82e49bb5a51226c72d3595e,M,['s2-2_082-n.M.obj']
f266d4de976e74a613d4e8d5d863c7cd,MW,['s2-2_082-n.MW.obj']
2bc291ba13df730b432bc74e0b1c8665,T,['s2-2_082-n.T.obj']
6b41ce2724a9d2641e5b9714ac3a528a,TW,['s2-2_082-n.TW.obj']
0a771803f432c7d1541780eecc545750,F,['s2-2_084-n.F.obj']
862ca0bbb2ee1e0afd0b7e263f5ff0af,L,['s2-2_084-n.L.obj']
017f17125a15ef6dc6826f9425b5ae5a,M,['s2-2_084-n.M.obj']
94aef78a11a4b0de22e4535f2e4c185c,MW,['s2-2_084-n.MW.obj']
3200702158058a7617f5101f9b70d687,S,['s2-2_084-n.S.obj']
093e586d9667ca68b6d50eb3aeecf991,T,['s2-2_084-n.T.obj']
14435a0b4479030a6324c3c340670455,TW,['s2-2_084-n.TW.obj']
ae15a997146261609752d0649ba0e3a2,F,['s2-2_088-n.F.obj']
ce5537da60b700862e390501e79943e1,L,['s2-2_088-n.L.obj']
ed7100a8b791153673b1571181d45bb9,M,['s2-2_088-n.M.obj']
337d0fbbdf557091621c1a51dab7ec2c,MW,['s2-2_088-n.MW.obj']
f8cf299214ff3021b756509667d402fc,T,['s2-2_088-n.T.obj']
905cb2ee912e88547db36047423db0b1,TW,['s2-2_088-n.TW.obj']
337dafb42f34fec120a5ada78adbed14,F,['s2-2_090-n.F.obj']
2579833dc44de8181a2816b4b4afd2e9,L,['s2-2_090-n.L.obj']
e7ccb2dcda1956e95b59987d83483009,M,['s2-2_090-n.M.obj']
3548009b74f46cc70dcfe41de32dcd43,MW,['s2-2_090-n.MW.obj']
3a0478eae43b9e370b204e1ebd701ce9,T,['s2-2_090-n.T.obj']
d9dabea1c0728536bb18d6a4b56c12e6,TW,['s2-2_090-n.TW.obj']
618727c8f08e79b01be9185ad36ba20f,F,['s2-2_092-n.F.obj']
7ece878ca5f665ccbce1aabb3a347c76,L,['s2-2_092-n.L.obj']
634a0142de9ef7da186605d1da49a6dd,M,['s2-2_092-n.M.obj']
52664b36aa6468be7f8fc4299e7c414f,MW,['s2-2_092-n.MW.obj']
873ed75f29aadafdda3d01de461e92fb,T,['s2-2_092-n.T.obj']
302a114c9a749314734a36f21c389d52,TW,['s2-2_092-n.TW.obj']
cb8b35e385977e7d418dac7c278e94bb,F,['s2-2_094-n.F.obj']
df7be72316b4aabeaad76bbc90ec49f8,L,['s2-2_094-n.L.obj']
a0b2cd454e6a923a222ac76c6bee64dc,M,['s2-2_094-n.M.obj']
ea5038ef31e6dad3b05c6d695d9bbee3,MW,['s2-2_094-n.MW.obj']
ee2dfb2555649a0e22aa71a926b36022,T,['s2-2_094-n.T.obj']
a4e3b2c82d34fc4edbf95f7d66f636ae,TW,['s2-2_094-n.TW.obj']
4511da67bd7e40f02dbf526815cc9919,F,['s2-2_096-n.F.obj']
08d5999cb7132cb01d3dba36e1c10036,L,['s2-2_096-n.L.obj']
2d839e88331a9c26283453f9785f810a,M,['s2-2_096-n.M.obj']
bb5dad8d7287f4023e33774ab234ab07,MW,['s2-2_096-n.MW.obj']
98f0e9eea27029c4651d84eb293a227c,S,"['s2-2_096-n.S.obj', 's2-3_194-n.S.obj']"
74b72f7d497240ec7cabac1b9d3ca44b,T,['s2-2_096-n.T.obj']
ce45d0c1e7a4533e5c053af6dcd5ae60,TW,['s2-2_096-n.TW.obj']
19dbe6810894a2e87c60123e0d4e87b2,F,['s2-3_188-n.F.obj']
c9ca6f8796edf62f79a68199074f7083,L,['s2-3_188-n.L.obj']
e401ef2e0aa1f3018c919e29cdcefe98,M,['s2-3_188-n.M.obj']
aede11b648a478fb37b638db8ebfd7f2,MW,['s2-3_188-n.MW.obj']
2856ae87259e0511448805130e810eab,T,['s2-3_188-n.T.obj']
754c7f0aff4b4ab49f3a106322b4f8f0,TW,['s2-3_188-n.TW.obj']
30fb811c07476e4d4c59663f2ea1dbea,F,['s2-3_189-n.F.obj']
c6e7e08bf95110e90a9d73652304aff6,L,['s2-3_189-n.L.obj']
b8b3377bab13022c96ceed19f5212827,M,['s2-3_189-n.M.obj']
70222758ff5f1cd44abe55c183b60030,MW,['s2-3_189-n.MW.obj']
bd7342c76cabd466ef5813b29f213287,T,['s2-3_189-n.T.obj']
3d9d9c249e3f68ed74527a47fbd1eab7,TW,['s2-3_189-n.TW.obj']
a57f1a5aee2bedd4e05a7b1069041871,F,['s2-3_190-n.F.obj']
0091db7f52ead69005884e1146e4f367,L,['s2-3_190-n.L.obj']
fac8ae09f983c5a8e1551cf728e6aaa3,M,['s2-3_190-n.M.obj']
62da5e571fcca560718f7f89f38de790,MW,['s2-3_190-n.MW.obj']
58ae74a920f6da601b5018269379c951,S,['s2-3_190-n.S.obj']
93d2e84ad5aa9f65c169532b792e71cc,T,['s2-3_190-n.T.obj']
47ceec0e232ddc18f0db81f2356209ff,TW,['s2-3_190-n.TW.obj']
9d9f3531a82bfd8778bc959b0fad4697,F,['s2-3_191-n.F.obj']
ae5dd71e6ac31b1dcd9b27087774a0f4,L,['s2-3_191-n.L.obj']
8f1fd7c6384cd50f69f6a5305497d49c,M,['s2-3_191-n.M.obj']
4ad8bb6aca2259a45a4e822e91db97fa,MW,['s2-3_191-n.MW.obj']
d709fb27ccc4671cb909d6d0f68af010,S,['s2-3_191-n.S.obj']
c3b0b5275e581f776b7c8e5359a3fd7b,T,['s2-3_191-n.T.obj']
7ba9fbfb7610323eaaf7accd85ed24ed,TW,['s2-3_191-n.TW.obj']
ef069bd55229f45a68a5ea899ded9663,F,['s2-3_192-n.F.obj']
7d2aa07787d42e80b24d8cde9e7038c2,L,['s2-3_192-n.L.obj']
91afecf2af050369dedafa0867f72ef2,M,['s2-3_192-n.M.obj']
1ec10daaaa0f2f32577b87130b12dc65,MW,['s2-3_192-n.MW.obj']
8751b1b47ff7b191992b8134dfcbebb6,T,['s2-3_192-n.T.obj']
27b9f86b0d794df8f5859428409a112a,TW,['s2-3_192-n.TW.obj']
6286edb0dfeff72bfc77bbe6b181df20,F,['s2-3_193-n.F.obj']
e1a8a011c0b2e8f8a0665e6b70aa80d3,L,['s2-3_193-n.L.obj']
cd469724aa3b6d629a3c68ac722dfe3b,M,['s2-3_193-n.M.obj']
5af44f57c7463961258bdeec39f27221,MW,['s2-3_193-n.MW.obj']
bd414199ec2fc5f430eb629c5c4e7a49,S,['s2-3_193-n.S.obj']
7bf11f2e361beb572449763799d02d4b,T,['s2-3_193-n.T.obj']
618d351e9f75e9ad3b0561f0f376db56,TW,['s2-3_193-n.TW.obj']
54f181a8c8e260998e7a76465f7e4a15,F,['s2-3_194-n.F.obj']
2b9cacacf94641511556f8fb58d62804,L,['s2-3_194-n.L.obj']
9cdb1b8865d535089ce7df5a5d34f33a,M,['s2-3_194-n.M.obj']
c4776e04b8e33d5b46bbd71cba54e75d,MW,['s2-3_194-n.MW.obj']
76ceb3d83784306c97deb855c218442e,T,['s2-3_194-n.T.obj']
54bcce97cbb4e377ad60581a355b2420,TW,['s2-3_194-n.TW.obj']
084690a4b0b5031fc4916d8cb238ed0d,F,['s2-3_195-n.F.obj']
08c4a3669fb3dc8c6f2dd3ab8038398e,L,['s2-3_195-n.L.obj']
922cf3c8cd4e01832a92ed4521137caa,M,['s2-3_195-n.M.obj']
e9b14ad36e6b52aa0bf8be64bc178041,MW,['s2-3_195-n.MW.obj']
8fcf9fbacb441f39a2748a63b44c6207,S,['s2-3_195-n.S.obj']
9d323e458f718898d6c19330153d4b92,T,['s2-3_195-n.T.obj']
dd4e11320913edd2b5728d0ffc45c3b0,TW,['s2-3_195-n.TW.obj']
a7881aaa431ab9583b63911bb0710cf1,F,['s2-3_196-n.F.obj']
030d5c2148d6cddf6d542cc6173e6582,L,['s2-3_196-n.L.obj']
2a6e2b90dec5eb09b52fe6120fc387f7,M,['s2-3_196-n.M.obj']
6330d0870dbbc038480d253eac8b03ba,MW,['s2-3_196-n.MW.obj']
099aeae1270e3243d19b25652f20c9df,S,['s2-3_196-n.S.obj']
1ad21c6a755ce5c00970edc7c043c8fb,T,['s2-3_196-n.T.obj']
3faa4454ef7ed18794865a2759c542b1,TW,['s2-3_196-n.TW.obj']
b8bdfcbe1eaf60bf28b4ce4cf1950166,F,['s2-3_197-n.F.obj']
0d337c035f9e5614e7de76c1e1c6aeaf,L,['s2-3_197-n.L.obj']
ff0d85a9de0ecc0f62ba9799b5f2f992,M,['s2-3_197-n.M.obj']
9365261a92d91501300dbec374050d4a,MW,['s2-3_197-n.MW.obj']
6ac05e6b266cfa84e9678e3312636a37,T,['s2-3_197-n.T.obj']
8b47e7e1719902aa139c214cd8187e00,TW,['s2-3_197-n.TW.obj']
6fdc83b17fe1366d1b32e2e4efb3cf45,F,['s3-1_098_1-n.F.obj']
dc8f36aec22acb25e2dc36a0349075b3,L,['s3-1_098_1-n.L.obj']
0c2ddb5ba90991e14464f279604ada9f,M,['s3-1_098_1-n.M.obj']
b35b0eccafc30c77341f2d940502d314,MW,['s3-1_098_1-n.MW.obj']
4a52029f2669ae8c1e160ed41f269a32,S,"['s3-1_098_1-n.S.obj', 's3-2_013_1-n.S.obj', 's3-2_058_1-n.S.obj', 's3_sky_01-g.S.obj']"
596cded4702c942d8e3391a13853f8ff,T,['s3-1_098_1-n.T.obj']
b65a3f7806c1048e1efb5d868427a697,TW,['s3-1_098_1-n.TW.obj']
8a41095070af9c0c468221e64f689d30,F,['s3-1_100_1-n.F.obj']
4885ea338cc217e10cfac9570adfdddd,L,['s3-1_100_1-n.L.obj']
560cb6c75682085c3c4e4d04fd615ff4,M,['s3-1_100_1-n.M.obj']
1aac575f5c657e39f677d319ed835dca,MW,['s3-1_100_1-n.MW.obj']
cbc8651a6821126a55fe611220e5ddcf,S,"['s3-1_100_1-n.S.obj', 's3-1_100_2-n.S.obj', 's3-1_100_3-n.S.obj', 's3_sky_02-g.S.obj']"
daf007b1f5ffa79c77c2b4ed97846b0c,T,['s3-1_100_1-n.T.obj']
d2fcd9a3b91de67a63eb7b61e9ccf0d0,TW,['s3-1_100_1-n.TW.obj']
090ded068c81c571b609c59dcd43d3c7,F,['s3-1_100_2-n.F.obj']
d729e294a9b02a47aa57a8dc2fb749c2,L,['s3-1_100_2-n.L.obj']
8d4def74a53089f6b29fb7ce02401186,M,['s3-1_100_2-n.M.obj']
fd09aa0afe48c1fd8042bf08e2a5c007,MW,['s3-1_100_2-n.MW.obj']
8bfd504341c071c85230e9c9898689dc,T,['s3-1_100_2-n.T.obj']
195e95c7d4eb07b84bbf179210070712,TW,['s3-1_100_2-n.TW.obj']
c2977d66ef66139d9cd6d8297628a5aa,F,['s3-1_100_3-n.F.obj']
7343bc5d3a8dda5c29841e6923c4b87e,L,['s3-1_100_3-n.L.obj']
374cfdb3171f60bceb1a712396899a1b,M,['s3-1_100_3-n.M.obj']
30102ca1a1fdd5a870c4f07cb358ff7d,MW,['s3-1_100_3-n.MW.obj']
f500dbe5b28ecc2c30cf39aad06371b4,T,['s3-1_100_3-n.T.obj']
defdc1771d4ccd387de4fb6d560e0ba7,TW,['s3-1_100_3-n.TW.obj']
d9be543cb0b8eb31138e5c910076a824,F,['s3-1_102_1-n.F.obj']
c32ef4c92b951b4099623a5be48ee411,L,['s3-1_102_1-n.L.obj']
0e3c72877d9720a85ca77049a032442d,M,['s3-1_102_1-n.M.obj']
4dd961dc1e00a2a515e6f5db44b50e03,MW,['s3-1_102_1-n.MW.obj']
5fbe62b3939ce3fd0a0945681a8ac5a9,S,"['s3-1_102_1-n.S.obj', 's3-1_102_2-n.S.obj', 's3-1_102_3-n.S.obj', 's3-3_194_1-n.S.obj', 's3_sky_03-g.S.obj']"
18b8d57511f1267c84a71ed81b520d06,T,['s3-1_102_1-n.T.obj']
4a60e6b17f74373ef54c62bba95991de,TW,['s3-1_102_1-n.TW.obj']
29ae27f66e2773cb7a288ca68e7708ec,F,['s3-1_102_2-n.F.obj']
06393c98098f4c67a06a3937f4fc60df,L,['s3-1_102_2-n.L.obj']
